Start_Station,End_Station,Distance_km,Fare_INR
RR Nagar,Nagasandra,28.8,90
RR Nagar,Dasarahalli,27.6,90
RR Nagar,Jalahalli,26.4,90
RR Nagar,Peenya Industry,25.2,90
RR Nagar,Peenya,24.0,60
RR Nagar,Goraguntepalya,22.8,60
RR Nagar,Yeshwanthpur,21.6,60
RR Nagar,Sandal Soap Factory,20.4,60
RR Nagar,Mahalakshmi,19.2,50
RR Nagar,Rajajinagar,18.0,50
RR Nagar,Kuvempu Road,16.8,50
RR Nagar,Srirampura,15.6,50
RR Nagar,Mantri Square Sampige Road,14.4,40
RR Nagar,Chickpete,14.4,40
RR Nagar,Krishna Rajendra Market,15.6,50
RR Nagar,National College,16.8,50
RR Nagar,Lalbagh,18.0,50
RR Nagar,South End Circle,19.2,50
RR Nagar,Jayanagar,20.4,60
RR Nagar,Rashtriya Vidyalaya Road,21.6,60
RR Nagar,Banashankari,22.8,60
RR Nagar,Jayaprakash Nagar,24.0,60
RR Nagar,Yelachenahalli,25.2,90
RR Nagar,Konanakunte Cross,26.4,90
RR Nagar,Doddakallasandra,27.6,90
RR Nagar,Vajarahalli,28.8,90
RR Nagar,Thalaghattapura,30.0,90
RR Nagar,Silk Institute,31.2,90
RR Nagar,Ragigudda,22.8,60
RR Nagar,Jayadeva Hospital,24.0,60
RR Nagar,BTM Layout,25.2,90
RR Nagar,Central Silk Board,26.4,90
RR Nagar,Bommanahalli,27.6,90
RR Nagar,Hongasandra,28.8,90
RR Nagar,Kudlu Gate,30.0,90
RR Nagar,Singasandra,31.2,90
RR Nagar,Hosa Road,32.4,90
RR Nagar,Beratena Agrahara,33.6,90
RR Nagar,Electronic City,34.8,90
RR Nagar,Infosys Foundation Konappana Agrahara,36.0,90
RR Nagar,Huskur Road,37.2,90
RR Nagar,Biocon Hebbagodi,38.4,90
RR Nagar,Delta Electronics Bommasandra,39.6,90
RR Nagar,Bommasandra,40.8,90
Nayandahalli,Challaghatta,8.4,30
Nayandahalli,Kengeri Bus Terminal,7.2,30
Nayandahalli,Kengeri,6.0,30
Nayandahalli,Pattanagere,4.8,20
Nayandahalli,Jnanabharathi,3.6,20
Nayandahalli,Rajarajeshwari Nagar,2.4,20
Nayandahalli,RR Nagar,1.2,10
Nayandahalli,Nayandahalli,0.0,10
Nayandahalli,Pantharapalya – Nayandahalli,1.2,10
Nayandahalli,Mysuru Road,2.4,20
Nayandahalli,Deepanjali Nagar,3.6,20
Nayandahalli,Attiguppe,4.8,20
Nayandahalli,Vijayanagar,6.0,30
Nayandahalli,Hosahalli,7.2,30
Nayandahalli,"Sri Balagangadharanatha Swamiji Station, Hosahalli",8.4,30
Nayandahalli,Magadi Road,9.6,30
Nayandahalli,Krantiveera Sangolli Rayanna Railway Station,10.8,40
Nayandahalli,Majestic (Nadaprabhu Kempegowda),12.0,40
Nayandahalli,Sir M. Visvesvaraya,13.2,40
Nayandahalli,Vidhana Soudha,14.4,40
Nayandahalli,Cubbon Park,15.6,50
Nayandahalli,Mahatma Gandhi Road,16.8,50
Nayandahalli,Trinity,18.0,50
Nayandahalli,Halasuru,19.2,50
Nayandahalli,Indiranagar,20.4,60
Nayandahalli,Swami Vivekananda Road,21.6,60
Nayandahalli,Baiyyappanahalli,22.8,60
Nayandahalli,Bennigana Halli,24.0,60
Nayandahalli,Krishnarajapura,25.2,90
Nayandahalli,Singayyanapalya,26.4,90
Nayandahalli,Garudacharpalya,27.6,90
Nayandahalli,Hoodi,28.8,90
Nayandahalli,Seetharamapalya,30.0,90
Nayandahalli,Kundalahalli,31.2,90
Nayandahalli,Nallurhalli,32.4,90
Nayandahalli,Sri Sathya Sai Hospital,33.6,90
Nayandahalli,Pattandur Agrahara,34.8,90
Nayandahalli,Kadugodi Tree Park,36.0,90
Nayandahalli,Channasandra,37.2,90
Nayandahalli,Whitefield (Kadugodi),38.4,90
Nayandahalli,Madavara,31.2,90
Nayandahalli,Chikkabidarakallu,30.0,90
Nayandahalli,Manjunath Nagar,28.8,90
Nayandahalli,Nagasandra,27.6,90
Nayandahalli,Dasarahalli,26.4,90
Nayandahalli,Jalahalli,25.2,90
Nayandahalli,Peenya Industry,24.0,60
Nayandahalli,Peenya,22.8,60
Nayandahalli,Goraguntepalya,21.6,60
Nayandahalli,Yeshwanthpur,20.4,60
Nayandahalli,Sandal Soap Factory,19.2,50
Nayandahalli,Mahalakshmi,18.0,50
Nayandahalli,Rajajinagar,16.8,50
Nayandahalli,Kuvempu Road,15.6,50
Nayandahalli,Srirampura,14.4,40
Nayandahalli,Mantri Square Sampige Road,13.2,40
Nayandahalli,Chickpete,13.2,40
Nayandahalli,Krishna Rajendra Market,14.4,40
Nayandahalli,National College,15.6,50
Nayandahalli,Lalbagh,16.8,50
Nayandahalli,South End Circle,18.0,50
Nayandahalli,Jayanagar,19.2,50
Nayandahalli,Rashtriya Vidyalaya Road,20.4,60
Nayandahalli,Banashankari,21.6,60
Nayandahalli,Jayaprakash Nagar,22.8,60
Nayandahalli,Yelachenahalli,24.0,60
Nayandahalli,Konanakunte Cross,25.2,90
Nayandahalli,Doddakallasandra,26.4,90
Nayandahalli,Vajarahalli,27.6,90
Nayandahalli,Thalaghattapura,28.8,90
Nayandahalli,Silk Institute,30.0,90
Nayandahalli,Ragigudda,21.6,60
Nayandahalli,Jayadeva Hospital,22.8,60
Nayandahalli,BTM Layout,24.0,60
Nayandahalli,Central Silk Board,25.2,90
Nayandahalli,Bommanahalli,26.4,90
Nayandahalli,Hongasandra,27.6,90
Nayandahalli,Kudlu Gate,28.8,90
Nayandahalli,Singasandra,30.0,90
Nayandahalli,Hosa Road,31.2,90
Nayandahalli,Beratena Agrahara,32.4,90
Nayandahalli,Electronic City,33.6,90
Nayandahalli,Infosys Foundation Konappana Agrahara,34.8,90
Nayandahalli,Huskur Road,36.0,90
Nayandahalli,Biocon Hebbagodi,37.2,90
Nayandahalli,Delta Electronics Bommasandra,38.4,90
Nayandahalli,Bommasandra,39.6,90
Pantharapalya – Nayandahalli,Challaghatta,9.6,30
Pantharapalya – Nayandahalli,Kengeri Bus Terminal,8.4,30
Pantharapalya – Nayandahalli,Kengeri,7.2,30
Pantharapalya – Nayandahalli,Pattanagere,6.0,30
Pantharapalya – Nayandahalli,Jnanabharathi,4.8,20
Pantharapalya – Nayandahalli,Rajarajeshwari Nagar,3.6,20
Pantharapalya – Nayandahalli,RR Nagar,2.4,20
Pantharapalya – Nayandahalli,Nayandahalli,1.2,10
Pantharapalya – Nayandahalli,Pantharapalya – Nayandahalli,0.0,10
Pantharapalya – Nayandahalli,Mysuru Road,1.2,10
Pantharapalya – Nayandahalli,Deepanjali Nagar,2.4,20
Pantharapalya – Nayandahalli,Attiguppe,3.6,20
Pantharapalya – Nayandahalli,Vijayanagar,4.8,20
Pantharapalya – Nayandahalli,Hosahalli,6.0,30
Pantharapalya – Nayandahalli,"Sri Balagangadharanatha Swamiji Station, Hosahalli",7.2,30
Pantharapalya – Nayandahalli,Magadi Road,8.4,30
Pantharapalya – Nayandahalli,Krantiveera Sangolli Rayanna Railway Station,9.6,30
Pantharapalya – Nayandahalli,Majestic (Nadaprabhu Kempegowda),10.8,40
Pantharapalya – Nayandahalli,Sir M. Visvesvaraya,12.0,40
Pantharapalya – Nayandahalli,Vidhana Soudha,13.2,40
Pantharapalya – Nayandahalli,Cubbon Park,14.4,40
Pantharapalya – Nayandahalli,Mahatma Gandhi Road,15.6,50
Pantharapalya – Nayandahalli,Trinity,16.8,50
Pantharapalya – Nayandahalli,Halasuru,18.0,50
Pantharapalya – Nayandahalli,Indiranagar,19.2,50
Pantharapalya – Nayandahalli,Swami Vivekananda Road,20.4,60
Pantharapalya – Nayandahalli,Baiyyappanahalli,21.6,60
Pantharapalya – Nayandahalli,Bennigana Halli,22.8,60
Pantharapalya – Nayandahalli,Krishnarajapura,24.0,60
Pantharapalya – Nayandahalli,Singayyanapalya,25.2,90
Pantharapalya – Nayandahalli,Garudacharpalya,26.4,90
Pantharapalya – Nayandahalli,Hoodi,27.6,90
Pantharapalya – Nayandahalli,Seetharamapalya,28.8,90
Pantharapalya – Nayandahalli,Kundalahalli,30.0,90
Pantharapalya – Nayandahalli,Nallurhalli,31.2,90
Pantharapalya – Nayandahalli,Sri Sathya Sai Hospital,32.4,90
Pantharapalya – Nayandahalli,Pattandur Agrahara,33.6,90
Pantharapalya – Nayandahalli,Kadugodi Tree Park,34.8,90
Pantharapalya – Nayandahalli,Channasandra,36.0,90
Pantharapalya – Nayandahalli,Whitefield (Kadugodi),37.2,90
Pantharapalya – Nayandahalli,Madavara,30.0,90
Pantharapalya – Nayandahalli,Chikkabidarakallu,28.8,90
Pantharapalya – Nayandahalli,Manjunath Nagar,27.6,90
Pantharapalya – Nayandahalli,Nagasandra,26.4,90
Pantharapalya – Nayandahalli,Dasarahalli,25.2,90
Pantharapalya – Nayandahalli,Jalahalli,24.0,60
Pantharapalya – Nayandahalli,Peenya Industry,22.8,60
Pantharapalya – Nayandahalli,Peenya,21.6,60
Pantharapalya – Nayandahalli,Goraguntepalya,20.4,60
Pantharapalya – Nayandahalli,Yeshwanthpur,19.2,50
Pantharapalya – Nayandahalli,Sandal Soap Factory,18.0,50
Pantharapalya – Nayandahalli,Mahalakshmi,16.8,50
Pantharapalya – Nayandahalli,Rajajinagar,15.6,50
Pantharapalya – Nayandahalli,Kuvempu Road,14.4,40
Pantharapalya – Nayandahalli,Srirampura,13.2,40
Pantharapalya – Nayandahalli,Mantri Square Sampige Road,12.0,40
Pantharapalya – Nayandahalli,Chickpete,12.0,40
Pantharapalya – Nayandahalli,Krishna Rajendra Market,13.2,40
Pantharapalya – Nayandahalli,National College,14.4,40
Pantharapalya – Nayandahalli,Lalbagh,15.6,50
Pantharapalya – Nayandahalli,South End Circle,16.8,50
Pantharapalya – Nayandahalli,Jayanagar,18.0,50
Pantharapalya – Nayandahalli,Rashtriya Vidyalaya Road,19.2,50
Pantharapalya – Nayandahalli,Banashankari,20.4,60
Pantharapalya – Nayandahalli,Jayaprakash Nagar,21.6,60
Pantharapalya – Nayandahalli,Yelachenahalli,22.8,60
Pantharapalya – Nayandahalli,Konanakunte Cross,24.0,60
Pantharapalya – Nayandahalli,Doddakallasandra,25.2,90
Pantharapalya – Nayandahalli,Vajarahalli,26.4,90
Pantharapalya – Nayandahalli,Thalaghattapura,27.6,90
Pantharapalya – Nayandahalli,Silk Institute,28.8,90
Pantharapalya – Nayandahalli,Ragigudda,20.4,60
Pantharapalya – Nayandahalli,Jayadeva Hospital,21.6,60
Pantharapalya – Nayandahalli,BTM Layout,22.8,60
Pantharapalya – Nayandahalli,Central Silk Board,24.0,60
Pantharapalya – Nayandahalli,Bommanahalli,25.2,90
Pantharapalya – Nayandahalli,Hongasandra,26.4,90
Pantharapalya – Nayandahalli,Kudlu Gate,27.6,90
Pantharapalya – Nayandahalli,Singasandra,28.8,90
Pantharapalya – Nayandahalli,Hosa Road,30.0,90
Pantharapalya – Nayandahalli,Beratena Agrahara,31.2,90
Pantharapalya – Nayandahalli,Electronic City,32.4,90
Pantharapalya – Nayandahalli,Infosys Foundation Konappana Agrahara,33.6,90
Pantharapalya – Nayandahalli,Huskur Road,34.8,90
Pantharapalya – Nayandahalli,Biocon Hebbagodi,36.0,90
Pantharapalya – Nayandahalli,Delta Electronics Bommasandra,37.2,90
Pantharapalya – Nayandahalli,Bommasandra,38.4,90
Mysuru Road,Challaghatta,10.8,40
Mysuru Road,Kengeri Bus Terminal,9.6,30
Mysuru Road,Kengeri,8.4,30
Mysuru Road,Pattanagere,7.2,30
Mysuru Road,Jnanabharathi,6.0,30
Mysuru Road,Rajarajeshwari Nagar,4.8,20
Mysuru Road,RR Nagar,3.6,20
Mysuru Road,Nayandahalli,2.4,20
Mysuru Road,Pantharapalya – Nayandahalli,1.2,10
Mysuru Road,Mysuru Road,0.0,10
Mysuru Road,Deepanjali Nagar,1.2,10
Mysuru Road,Attiguppe,2.4,20
Mysuru Road,Vijayanagar,3.6,20
Mysuru Road,Hosahalli,4.8,20
Mysuru Road,"Sri Balagangadharanatha Swamiji Station, Hosahalli",6.0,30
Mysuru Road,Magadi Road,7.2,30
Mysuru Road,Krantiveera Sangolli Rayanna Railway Station,8.4,30
Mysuru Road,Majestic (Nadaprabhu Kempegowda),9.6,30
Mysuru Road,Sir M. Visvesvaraya,10.8,40
Mysuru Road,Vidhana Soudha,12.0,40
Mysuru Road,Cubbon Park,13.2,40
Mysuru Road,Mahatma Gandhi Road,14.4,40
Mysuru Road,Trinity,15.6,50
Mysuru Road,Halasuru,16.8,50
Mysuru Road,Indiranagar,18.0,50
Mysuru Road,Swami Vivekananda Road,19.2,50
Mysuru Road,Baiyyappanahalli,20.4,60
Mysuru Road,Bennigana Halli,21.6,60
Mysuru Road,Krishnarajapura,22.8,60
Mysuru Road,Singayyanapalya,24.0,60
Mysuru Road,Garudacharpalya,25.2,90
Mysuru Road,Hoodi,26.4,90
Mysuru Road,Seetharamapalya,27.6,90
Mysuru Road,Kundalahalli,28.8,90
Mysuru Road,Nallurhalli,30.0,90
Mysuru Road,Sri Sathya Sai Hospital,31.2,90
Mysuru Road,Pattandur Agrahara,32.4,90
Mysuru Road,Kadugodi Tree Park,33.6,90
Mysuru Road,Channasandra,34.8,90
Mysuru Road,Whitefield (Kadugodi),36.0,90
Mysuru Road,Madavara,28.8,90
Mysuru Road,Chikkabidarakallu,27.6,90
Mysuru Road,Manjunath Nagar,26.4,90
Mysuru Road,Nagasandra,25.2,90
Mysuru Road,Dasarahalli,24.0,60
Mysuru Road,Jalahalli,22.8,60
Mysuru Road,Peenya Industry,21.6,60
Mysuru Road,Peenya,20.4,60
Mysuru Road,Goraguntepalya,19.2,50
Mysuru Road,Yeshwanthpur,18.0,50
Mysuru Road,Sandal Soap Factory,16.8,50
Mysuru Road,Mahalakshmi,15.6,50
Mysuru Road,Rajajinagar,14.4,40
Mysuru Road,Kuvempu Road,13.2,40
Mysuru Road,Srirampura,12.0,40
Mysuru Road,Mantri Square Sampige Road,10.8,40
Mysuru Road,Chickpete,10.8,40
Mysuru Road,Krishna Rajendra Market,12.0,40
Mysuru Road,National College,13.2,40
Mysuru Road,Lalbagh,14.4,40
Mysuru Road,South End Circle,15.6,50
Mysuru Road,Jayanagar,16.8,50
Mysuru Road,Rashtriya Vidyalaya Road,18.0,50
Mysuru Road,Banashankari,19.2,50
Mysuru Road,Jayaprakash Nagar,20.4,60
Mysuru Road,Yelachenahalli,21.6,60
Mysuru Road,Konanakunte Cross,22.8,60
Mysuru Road,Doddakallasandra,24.0,60
Mysuru Road,Vajarahalli,25.2,90
Mysuru Road,Thalaghattapura,26.4,90
Mysuru Road,Silk Institute,27.6,90
Mysuru Road,Ragigudda,19.2,50
Mysuru Road,Jayadeva Hospital,20.4,60
Mysuru Road,BTM Layout,21.6,60
Mysuru Road,Central Silk Board,22.8,60
Mysuru Road,Bommanahalli,24.0,60
Mysuru Road,Hongasandra,25.2,90
Mysuru Road,Kudlu Gate,26.4,90
Mysuru Road,Singasandra,27.6,90
Mysuru Road,Hosa Road,28.8,90
Mysuru Road,Beratena Agrahara,30.0,90
Mysuru Road,Electronic City,31.2,90
Mysuru Road,Infosys Foundation Konappana Agrahara,32.4,90
Mysuru Road,Huskur Road,33.6,90
Mysuru Road,Biocon Hebbagodi,34.8,90
Mysuru Road,Delta Electronics Bommasandra,36.0,90
Mysuru Road,Bommasandra,37.2,90
Deepanjali Nagar,Challaghatta,12.0,40
Deepanjali Nagar,Kengeri Bus Terminal,10.8,40
Deepanjali Nagar,Kengeri,9.6,30
Deepanjali Nagar,Pattanagere,8.4,30
Deepanjali Nagar,Jnanabharathi,7.2,30
Deepanjali Nagar,Rajarajeshwari Nagar,6.0,30
Deepanjali Nagar,RR Nagar,4.8,20
Deepanjali Nagar,Nayandahalli,3.6,20
Deepanjali Nagar,Pantharapalya – Nayandahalli,2.4,20
Deepanjali Nagar,Mysuru Road,1.2,10
Deepanjali Nagar,Deepanjali Nagar,0.0,10
Deepanjali Nagar,Attiguppe,1.2,10
Deepanjali Nagar,Vijayanagar,2.4,20
Deepanjali Nagar,Hosahalli,3.6,20
Deepanjali Nagar,"Sri Balagangadharanatha Swamiji Station, Hosahalli",4.8,20
Deepanjali Nagar,Magadi Road,6.0,30
Deepanjali Nagar,Krantiveera Sangolli Rayanna Railway Station,7.2,30
Deepanjali Nagar,Majestic (Nadaprabhu Kempegowda),8.4,30
Deepanjali Nagar,Sir M. Visvesvaraya,9.6,30
Deepanjali Nagar,Vidhana Soudha,10.8,40
Deepanjali Nagar,Cubbon Park,12.0,40
Deepanjali Nagar,Mahatma Gandhi Road,13.2,40
Deepanjali Nagar,Trinity,14.4,40
Deepanjali Nagar,Halasuru,15.6,50
Deepanjali Nagar,Indiranagar,16.8,50
Deepanjali Nagar,Swami Vivekananda Road,18.0,50
Deepanjali Nagar,Baiyyappanahalli,19.2,50
Deepanjali Nagar,Bennigana Halli,20.4,60
Deepanjali Nagar,Krishnarajapura,21.6,60
Deepanjali Nagar,Singayyanapalya,22.8,60
Deepanjali Nagar,Garudacharpalya,24.0,60
Deepanjali Nagar,Hoodi,25.2,90
Deepanjali Nagar,Seetharamapalya,26.4,90
Deepanjali Nagar,Kundalahalli,27.6,90
Deepanjali Nagar,Nallurhalli,28.8,90
Deepanjali Nagar,Sri Sathya Sai Hospital,30.0,90
Deepanjali Nagar,Pattandur Agrahara,31.2,90
Deepanjali Nagar,Kadugodi Tree Park,32.4,90
Deepanjali Nagar,Channasandra,33.6,90
Deepanjali Nagar,Whitefield (Kadugodi),34.8,90
Deepanjali Nagar,Madavara,27.6,90
Deepanjali Nagar,Chikkabidarakallu,26.4,90
Deepanjali Nagar,Manjunath Nagar,25.2,90
Deepanjali Nagar,Nagasandra,24.0,60
Deepanjali Nagar,Dasarahalli,22.8,60
Deepanjali Nagar,Jalahalli,21.6,60
Deepanjali Nagar,Peenya Industry,20.4,60
Deepanjali Nagar,Peenya,19.2,50
Deepanjali Nagar,Goraguntepalya,18.0,50
Deepanjali Nagar,Yeshwanthpur,16.8,50
Deepanjali Nagar,Sandal Soap Factory,15.6,50
Deepanjali Nagar,Mahalakshmi,14.4,40
Deepanjali Nagar,Rajajinagar,13.2,40
Deepanjali Nagar,Kuvempu Road,12.0,40
Deepanjali Nagar,Srirampura,10.8,40
Deepanjali Nagar,Mantri Square Sampige Road,9.6,30
Deepanjali Nagar,Chickpete,9.6,30
Deepanjali Nagar,Krishna Rajendra Market,10.8,40
Deepanjali Nagar,National College,12.0,40
Deepanjali Nagar,Lalbagh,13.2,40
Deepanjali Nagar,South End Circle,14.4,40
Deepanjali Nagar,Jayanagar,15.6,50
Deepanjali Nagar,Rashtriya Vidyalaya Road,16.8,50
Deepanjali Nagar,Banashankari,18.0,50
Deepanjali Nagar,Jayaprakash Nagar,19.2,50
Deepanjali Nagar,Yelachenahalli,20.4,60
Deepanjali Nagar,Konanakunte Cross,21.6,60
Deepanjali Nagar,Doddakallasandra,22.8,60
Deepanjali Nagar,Vajarahalli,24.0,60
Deepanjali Nagar,Thalaghattapura,25.2,90
Deepanjali Nagar,Silk Institute,26.4,90
Deepanjali Nagar,Ragigudda,18.0,50
Deepanjali Nagar,Jayadeva Hospital,19.2,50
Deepanjali Nagar,BTM Layout,20.4,60
Deepanjali Nagar,Central Silk Board,21.6,60
Deepanjali Nagar,Bommanahalli,22.8,60
Deepanjali Nagar,Hongasandra,24.0,60
Deepanjali Nagar,Kudlu Gate,25.2,90
Deepanjali Nagar,Singasandra,26.4,90
Deepanjali Nagar,Hosa Road,27.6,90
Deepanjali Nagar,Beratena Agrahara,28.8,90
Deepanjali Nagar,Electronic City,30.0,90
Deepanjali Nagar,Infosys Foundation Konappana Agrahara,31.2,90
Deepanjali Nagar,Huskur Road,32.4,90
Deepanjali Nagar,Biocon Hebbagodi,33.6,90
Deepanjali Nagar,Delta Electronics Bommasandra,34.8,90
Deepanjali Nagar,Bommasandra,36.0,90
Attiguppe,Challaghatta,13.2,40
Attiguppe,Kengeri Bus Terminal,12.0,40
Attiguppe,Kengeri,10.8,40
Attiguppe,Pattanagere,9.6,30
Attiguppe,Jnanabharathi,8.4,30
Attiguppe,Rajarajeshwari Nagar,7.2,30
Attiguppe,RR Nagar,6.0,30
Attiguppe,Nayandahalli,4.8,20
Attiguppe,Pantharapalya – Nayandahalli,3.6,20
Attiguppe,Mysuru Road,2.4,20
Attiguppe,Deepanjali Nagar,1.2,10
Attiguppe,Attiguppe,0.0,10
Attiguppe,Vijayanagar,1.2,10
Attiguppe,Hosahalli,2.4,20
Attiguppe,"Sri Balagangadharanatha Swamiji Station, Hosahalli",3.6,20
Attiguppe,Magadi Road,4.8,20
Attiguppe,Krantiveera Sangolli Rayanna Railway Station,6.0,30
Attiguppe,Majestic (Nadaprabhu Kempegowda),7.2,30
Attiguppe,Sir M. Visvesvaraya,8.4,30
Attiguppe,Vidhana Soudha,9.6,30
Attiguppe,Cubbon Park,10.8,40
Attiguppe,Mahatma Gandhi Road,12.0,40
Attiguppe,Trinity,13.2,40
Attiguppe,Halasuru,14.4,40
Attiguppe,Indiranagar,15.6,50
Attiguppe,Swami Vivekananda Road,16.8,50
Attiguppe,Baiyyappanahalli,18.0,50
Attiguppe,Bennigana Halli,19.2,50
Attiguppe,Krishnarajapura,20.4,60
Attiguppe,Singayyanapalya,21.6,60
Attiguppe,Garudacharpalya,22.8,60
Attiguppe,Hoodi,24.0,60
Attiguppe,Seetharamapalya,25.2,90
Attiguppe,Kundalahalli,26.4,90
Attiguppe,Nallurhalli,27.6,90
Attiguppe,Sri Sathya Sai Hospital,28.8,90
Attiguppe,Pattandur Agrahara,30.0,90
Attiguppe,Kadugodi Tree Park,31.2,90
Attiguppe,Channasandra,32.4,90
Attiguppe,Whitefield (Kadugodi),33.6,90
Attiguppe,Madavara,26.4,90
Attiguppe,Chikkabidarakallu,25.2,90
Attiguppe,Manjunath Nagar,24.0,60
Attiguppe,Nagasandra,22.8,60
Attiguppe,Dasarahalli,21.6,60
Attiguppe,Jalahalli,20.4,60
Attiguppe,Peenya Industry,19.2,50
Attiguppe,Peenya,18.0,50
Attiguppe,Goraguntepalya,16.8,50
Attiguppe,Yeshwanthpur,15.6,50
Attiguppe,Sandal Soap Factory,14.4,40
Attiguppe,Mahalakshmi,13.2,40
Attiguppe,Rajajinagar,12.0,40
Attiguppe,Kuvempu Road,10.8,40
Attiguppe,Srirampura,9.6,30
Attiguppe,Mantri Square Sampige Road,8.4,30
Attiguppe,Chickpete,8.4,30
Attiguppe,Krishna Rajendra Market,9.6,30
Attiguppe,National College,10.8,40
Attiguppe,Lalbagh,12.0,40
Attiguppe,South End Circle,13.2,40
Attiguppe,Jayanagar,14.4,40
Attiguppe,Rashtriya Vidyalaya Road,15.6,50
Attiguppe,Banashankari,16.8,50
Attiguppe,Jayaprakash Nagar,18.0,50
Attiguppe,Yelachenahalli,19.2,50
Attiguppe,Konanakunte Cross,20.4,60
Attiguppe,Doddakallasandra,21.6,60
Attiguppe,Vajarahalli,22.8,60
Attiguppe,Thalaghattapura,24.0,60
Attiguppe,Silk Institute,25.2,90
Attiguppe,Ragigudda,16.8,50
Attiguppe,Jayadeva Hospital,18.0,50
Attiguppe,BTM Layout,19.2,50
Attiguppe,Central Silk Board,20.4,60
Attiguppe,Bommanahalli,21.6,60
Attiguppe,Hongasandra,22.8,60
Attiguppe,Kudlu Gate,24.0,60
Attiguppe,Singasandra,25.2,90
Attiguppe,Hosa Road,26.4,90
Attiguppe,Beratena Agrahara,27.6,90
Attiguppe,Electronic City,28.8,90
Attiguppe,Infosys Foundation Konappana Agrahara,30.0,90
Attiguppe,Huskur Road,31.2,90
Attiguppe,Biocon Hebbagodi,32.4,90
Attiguppe,Delta Electronics Bommasandra,33.6,90
Attiguppe,Bommasandra,34.8,90
Vijayanagar,Challaghatta,14.4,40
Vijayanagar,Kengeri Bus Terminal,13.2,40
Vijayanagar,Kengeri,12.0,40
Vijayanagar,Pattanagere,10.8,40
Vijayanagar,Jnanabharathi,9.6,30
Vijayanagar,Rajarajeshwari Nagar,8.4,30
Vijayanagar,RR Nagar,7.2,30
Vijayanagar,Nayandahalli,6.0,30
Vijayanagar,Pantharapalya – Nayandahalli,4.8,20
Vijayanagar,Mysuru Road,3.6,20
Vijayanagar,Deepanjali Nagar,2.4,20
Vijayanagar,Attiguppe,1.2,10
Vijayanagar,Vijayanagar,0.0,10
Vijayanagar,Hosahalli,1.2,10
Vijayanagar,"Sri Balagangadharanatha Swamiji Station, Hosahalli",2.4,20
Vijayanagar,Magadi Road,3.6,20
Vijayanagar,Krantiveera Sangolli Rayanna Railway Station,4.8,20
Vijayanagar,Majestic (Nadaprabhu Kempegowda),6.0,30
Vijayanagar,Sir M. Visvesvaraya,7.2,30
Vijayanagar,Vidhana Soudha,8.4,30
Vijayanagar,Cubbon Park,9.6,30
Vijayanagar,Mahatma Gandhi Road,10.8,40
Vijayanagar,Trinity,12.0,40
Vijayanagar,Halasuru,13.2,40
Vijayanagar,Indiranagar,14.4,40
Vijayanagar,Swami Vivekananda Road,15.6,50
Vijayanagar,Baiyyappanahalli,16.8,50
Vijayanagar,Bennigana Halli,18.0,50
Vijayanagar,Krishnarajapura,19.2,50
Vijayanagar,Singayyanapalya,20.4,60
Vijayanagar,Garudacharpalya,21.6,60
Vijayanagar,Hoodi,22.8,60
Vijayanagar,Seetharamapalya,24.0,60
Vijayanagar,Kundalahalli,25.2,90
Vijayanagar,Nallurhalli,26.4,90
Vijayanagar,Sri Sathya Sai Hospital,27.6,90
Vijayanagar,Pattandur Agrahara,28.8,90
Vijayanagar,Kadugodi Tree Park,30.0,90
Vijayanagar,Channasandra,31.2,90
Vijayanagar,Whitefield (Kadugodi),32.4,90
Vijayanagar,Madavara,25.2,90
Vijayanagar,Chikkabidarakallu,24.0,60
Vijayanagar,Manjunath Nagar,22.8,60
Vijayanagar,Nagasandra,21.6,60
Vijayanagar,Dasarahalli,20.4,60
Vijayanagar,Jalahalli,19.2,50
Vijayanagar,Peenya Industry,18.0,50
Vijayanagar,Peenya,16.8,50
Vijayanagar,Goraguntepalya,15.6,50
Vijayanagar,Yeshwanthpur,14.4,40
Vijayanagar,Sandal Soap Factory,13.2,40
Vijayanagar,Mahalakshmi,12.0,40
Vijayanagar,Rajajinagar,10.8,40
Vijayanagar,Kuvempu Road,9.6,30
Vijayanagar,Srirampura,8.4,30
Vijayanagar,Mantri Square Sampige Road,7.2,30
Vijayanagar,Chickpete,7.2,30
Vijayanagar,Krishna Rajendra Market,8.4,30
Vijayanagar,National College,9.6,30
Vijayanagar,Lalbagh,10.8,40
Vijayanagar,South End Circle,12.0,40
Vijayanagar,Jayanagar,13.2,40
Vijayanagar,Rashtriya Vidyalaya Road,14.4,40
Vijayanagar,Banashankari,15.6,50
Vijayanagar,Jayaprakash Nagar,16.8,50
Vijayanagar,Yelachenahalli,18.0,50
Vijayanagar,Konanakunte Cross,19.2,50
Vijayanagar,Doddakallasandra,20.4,60
Vijayanagar,Vajarahalli,21.6,60
Vijayanagar,Thalaghattapura,22.8,60
Vijayanagar,Silk Institute,24.0,60
Vijayanagar,Ragigudda,15.6,50
Vijayanagar,Jayadeva Hospital,16.8,50
Vijayanagar,BTM Layout,18.0,50
Vijayanagar,Central Silk Board,19.2,50
Vijayanagar,Bommanahalli,20.4,60
Vijayanagar,Hongasandra,21.6,60
Vijayanagar,Kudlu Gate,22.8,60
Vijayanagar,Singasandra,24.0,60
Vijayanagar,Hosa Road,25.2,90
Vijayanagar,Beratena Agrahara,26.4,90
Vijayanagar,Electronic City,27.6,90
Vijayanagar,Infosys Foundation Konappana Agrahara,28.8,90
